Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
Vsnl1	417.691	504.709	214	188	250.243	260.001	367	496.757	440	369.254
Vstm2a	49.99996	56.9025	53.99998	41.99996	40.99998	66.46512	75.47718	53.36407	55.0769	81.3109
Vstm2b	45.99997	53.9999	19	18.99995	16.00004	18.00001	39.00004	65.99994	58	63.99992
Vstm2l	4	7	7	3	7	5	6	5	3	9
Vstm4	636	613	1253	1259	1199	1154	1069	721	668	632
Vstm5	35	26	33	51	39	39	38	24	32	39
Vsx1	1.00281	1.00919	1.02574	1.01063	1.00658	0	0	3.02054	1.00511	1.01566
Vsx2	9.507831102	14.79544039	22.125471	20.88686713	33.4536642	18.16476545	41.81670001	23.55186921	17.07424819	12.94696109
Vta1	392.506	418	530.063	584.678	387.286	436.11	478.124	364.598	353.574	460.159
Vtcn1	80	75	82	89	66	78	83	125	84	95
Vti1a	759.349	791.6318	906.24	1093.329	874.083	864.439	916.745	866.857	747.8789	933.975
Vti1b	1423.92323	1367.42	1456.4317	1435.27	1324.62	1433.05185	1500.60165	1495.25661	1331.99	1564.93
Vtn	513.099	499.952	162	144.037	196.876	149.296	251.276	542.216	437	418.844
Vwa1	294.114	273.942	490.024	395.149	389.076	466.154	460.082	265.04	307.128	242.028
Vwa2	11	12	1	4	1	5	3	10	10	2
Vwa3a	404.2351	415.9050405	307.9337601	370.58765	324.80322	281.7013601	327.10982	494.34994	372.55938	455.94515
Vwa3b	129.53242	146.339	84.4579	89.46329	101.61856	107.00037	119.295	150	127.9493	129.08919
Vwa5a	1579.005	1673.239	2244.553	2432.96	2134.164	2208.923	2451.185	1705.988	1593.928	1635.235
Vwa5b1	4.20808	1.00102	2.00163	9.92608	6.00506	7.02526	3.00302	1.41555	3.00145	5.26438
Vwa5b2	4.24127	8.877177	4	10.5186	5.82171	5.39409	3	6.14976	6.44047	4.04782
Vwa7	167.221	143.5479	68.5167	82.1222	77.67348	97.5605	112.939	162.5844	145.2116	135.6159
Vwa8	803.5559	845.62139	1203.7895	1264.479	1079.7498	1199.925	1332.9029	946.9666	750.7843	963.5971
Vwc2	27.8531	19.21759	20.34603	22.06013	21.4265	21.3731	18.64715	21.33105	19.16378	13.09963
Vwc2l	1.24229	2	0	2	0	5	1	3	0	0
Vwce	4	4	6	10.9283	5	7	3	3	4	3
Vwde	0	0	1	2	0	0	1	0	0	0
Vwf	14946.6266	14202.4807	25441.10194	30735.4915	20423.85232	25334.43571	21914.9218	16839.4706	18061.8973	17786.7895
Vxn	22	11	13	21	12	17	23	22	13	19
Wac	1654.474992	1780.08876	1823.23002	2069.30102	1646.30894	1595.56713	1842.20132	2056.10509	1625.6147	1874.41082
Wap	0	0	0	3	0	0	0	0	0	0
Wapl	1309.5723	1332.4747	1624.3883	2408.7908	1760.6772	1692.763	1931.439	1481.0843	1307.67509	1363.1793
Wars	3269.455	3402.0066	3548.064	3620.046	2747.802	3272.415	3567.357	4598.054	3045.061	4542.137
Wars2	123.555	140.753	137.526	182.306	106.852	176.44	177.67153	172.548	146.434	156.806
Was	416.035	381.822	637.31	399.227	496.019	450.664	498.745	404.482	386.602	589.451
Wasf1	58	59	89	95	110	87	79.00002	60	66	61
Wasf2	5619.9882	5540.7807	5247.3115	5564.2739	4629.0117	4800.8178	5867.354	5666.812	5466.5509	5782.4322
Wasf3	668.6548	684.1368	407.4139	418.6308	340.538	435.4386	600.0393	818.6688	713.9463	627.2669
Washc1	739.21624	709.82047	806.0796	892.952	738.32664	730.65577	838.6371	784.17472	665.53878	787.6717
Washc2	1495.4752	1589.64662	1829.32772	2298.5525	1864.1237	1822.7659	2041.04289	1660.7698	1525.58441	1758.49882
Washc3	244.36244	277.8567	300.82198	318.61404	248.74533	292.26879	293.75516	295.06101	262.3755	267.432
Washc4	593.149	737.107	903.756	1298.57	984.884	991.913	1006.66	781.502	687.668	752.85
Washc5	879	993.0005	1511.0017	1805.9964	1400.0021	1491.0012	1496.9999	1002.9996	959	1049.000241
Wasl	1505.35	1555.08266	1504.9885	2137.80356	1405.00384	1390.95848	1621.3108	1751	1621.0041	1620.3275
Wbp1	843.2083234	833.00637	690.31936	593.80712	618.02731	776.02162	1029.72247	951.89658	791.60089	833.5703
Wbp11	1212.992	1237.53292	1270.6047	1210.06992	1020.9727	1106.49524	1307.88757	1274.2593	1089.467	1201.92237
Wbp1l	1984.565	1939.777	2856.346	3104.999	2383.346	2751.306	2762.778	2127.92	1929.777	2346.612
Wbp2	2735.9994	2885.6192	2160.5147	2197.8165	1771.66009	2193.1576	2358.3744	2901.2241	2612.3126	2895.8636
Wbp2nl	0	1	2	2	0	1	4	4	0	2
Wbp4	757.08	900.058	683.4	762.182	616.708	558.31	726.867	882.106	755.426	816.623
Wdcp	212.8572	195.8862	168.6482	116.2919	160.87764	148.8179	200.87194	260.8445	266.622	219.66263
Wdfy1	525.60019	562.5352	719.06931	959.57952	694.83926	645.6449	668.3816	675.72219	561.00489	613.84933
Wdfy2	497.578	552.273	837.009	959.521	842.416	888.362	850.548	643.127	502.764	655.487
Wdfy3	1577.3654	1572.4913	2102.973	3112.3823	2276.40192	2742.74	2605.72681	2020.6991	1534.4497	1752.99628
Wdfy4	1599.00476	1483.00445	2231.99666	1107.0046	1846.00281	1619.00117	2209.9962	1745.9953	1709.9994	1890
Wdhd1	126.85154	133.19253	247.44483	314.5718	224.0466	200.3966	281.7786	102.09304	87.72052487	106.85983
Wdpcp	194.86019	208.2834	154.923	219.389	188.2642	160.3068	207.511	212.6735	220.774	195.45565
Wdr1	3383.665	3496.687	5409.761	5847.564	4779.179	4730.497	4867.479	4061.351	3363.955	3888.713
Wdr11	893.829	952.496	1015.67	1111.62	1032.69418	1210.18	1331.85	999.988	951.648	984.168
Wdr12	218.992163	189.5856	363.3072	422.6076	279.0241	321.704393	288.2195	316.83482	180.07474	246.0179
Wdr13	1769.0602	1771.4276	1760.4477	1684.4224	1626.3798	1605.1656	2044.8413	2059.811	1705.6633	1917.9401
Wdr17	6.03035	2.01093	3.600044	6.655386	5.022935	3.05796	6.06519	5.851594	6.01784	14.08299
Wdr18	661.864	623.778	715.795	565.126	552.801	600.159	737.363	686.841	542.545	688.843
Wdr19	445.66721	464.4235	453.7198	552.5965	495.7668	446.581	601.3282	543.182	415.3811	494.9197
Wdr20	482.83104	538.3786	533.32491	666.74969	479.1025	431.75049	559.51473	546.31709	490.42925	536.04815
Wdr20rt	0	8.04698	4	5.00873	14.0828	11	8.04493	10.00944	8.06518	6.01856
Wdr24	304.204	386.014	296.294	194.919	239.24	398.416	292.124	352.87	235.979	306.913
Wdr25	111.70293	105.7286	91.13997	68.58202	55.53584	122.6528	132.45624	130.68208	116.53214	107.89821
Wdr26	2685.92025	2830.7555	4276.6837	5396.867	4060.9693	3731.3091	3867.2158	3193.8211	2837.4344	2984.107
Wdr27	33.60393	20.74508	53.99994	21.5081	22.5295	45.99995	39.241307	34.74709385	31.407595	39.7033
Wdr3	526.334	594.563	712.726	893.963	666.134	685.638	735.269	581.233	506.625	565.708
Wdr31	75.7558	71.90729	82.44658	73.59405	66.9211	57.4346	56.05945	83.59536	53.29299	75.1699
Wdr33	1342.66338	1318.71069	1323.22371	1448.9325	1150.3219	1125.5118	1419.7466	1492.2421	1320.15294	1403.456
Wdr35	439.9859	529.6488	461.5536	603.29489	586.956	480.682	645.3214	487.9734	480.406	519.0803
Wdr36	570.342	598.997	729.476	922.196	693.059	614.91	843.726	577.179	513.587	639.551
Wdr37	889.72253	887.0919	1017.557	1244.3275	956.09595	889.6829	1097.12361	1043.0699	1001.98232	1019.09175
Wdr38	4.85971	20.6745	23.1305	5.42075	1.72863	10.5061	22.8907	19.2322	3.48731	14.5374
Wdr4	282.432394	402.36744	467.57364	418.9729	376.65407	395.90893	487.6785	391.1434	359.16457	339.3106
Wdr41	634.95384	622.564869	769.29136	926.11147	791.7441274	790.24568	847.49409	678.2598967	571.9386736	678.7454
Wdr43	580	593.253	813.747	1016.36	789.92	615.204	768.652	615.975	505.427	621.49
Wdr44	323.2186	296.479	372.915	441.8212	266.7503	342.133	389.6486	343.4375	405.418	329.593
Wdr45	1148.72769	1194.76203	1061.986339	1216.53996	892.23236	1064.69905	1032.48704	1195.11767	1155.92425	1189.48032
Wdr45b	888.8433	936.88612	1222.2113	1604.917	1134.8937	1108.8195	1110.8493	1059.9731	880.86697	1012.9112
Wdr46	347.24258	368.99166	485.2528	557.99785	421.80025	408.5634	368.71939	319.0195	313.9692	375.6608
Wdr47	547.538	534.482	499.975	619.834	486.849	526.479	614.186	634.417	557.509	625.339
Wdr48	1191.42	1204.04	1116.66	1071.2219	1042.2012	1153.0567	1364.1	1332.73	1175.8274	1295.13
Wdr49	6	13	16	19.00003	8	24	11	5	9.63203	15.00001
Wdr5	793.9644	827.7986	990.5684	982.3272	787.1498	819.4398	874.5314	902.7682	699.5912	837.0267
Wdr53	145	142.99992	147.00035	198.00002	139.9999	148.00004	156	166.0001	139.99998	149
Wdr54	191.2621	213.8247	145.0343	117.5618	126.4295	138.0076	153.8748	175.0987	230.0153	199.4775
Wdr55	241.236	201.166	265.673	331.788	201.341	244.552	246	251.986	208.465	252.674
Wdr59	392.28	465.50409	419.333	482.5057004	417.1636	435.8362	507.8272	496.3693	440.8658	430.029
Wdr5b	171	192	157	170	142	140	179.096	189	179	193
Wdr6	2833.04	2887.33	2339.25	2021.37	2397.12	2416.55	3215.63	2742.22	2785.04	2683.68
Wdr61	716.23175	751.8438	760.7703	801.29458	628.81182	667.642	761.6471	736.88302	688.797	813.09152
Wdr62	38.5825	202.445	183.9377	207.1051	185.4363	175.399	266.3798	127.4016	64.091	109.1004
Wdr64	0	0	0	0	0	0	0	0	0	0
Wdr66	576.4208	570.6584	433.8838	492.47	469.3529	407.9703	483.3257	611.0856	554.2287	644.5788
Wdr7	413.9603	420.92836	746.96566	862.95054	760.97535	774.96743	840.2101267	501.8677	452.9815	493.00022
Wdr70	424.251	426.907	488.422	491.837	461.903	433.079	501.216	457.083	428.496	428.169
Wdr72	67.7022	43.3469	17.23045786	20.9909	34.486701	33.43232127	43.9509	28.51905097	43.5472	44.94836045
Wdr73	208.6051	251.03374	212.30065	212.73	182.55976	162.284	198.6153	161.016	218.4387	222.041
Wdr74	330.0392	271.8511	437.3735	519.834	314.0541	317.5741	338.4806	354.7228	268.4369	332.9759
Wdr75	375.5999	387.9107	509.7804	703.8591	416.2229	407.09173	491.0278	327.2138	369.70311	395.3597
Wdr76	176.54731	164.49199	220.8856	230.62859	158.547	172.95032	246.96128	187.81303	186.96463	175.70489
Wdr77	499.17214	521.45133	581.9835	662.3008	491.00676	561.3834	632.4996	510.38992	484.68328	510.562
Wdr81	1346.7265	1484.1325	1620.7037	1534.495982	1547.99535	1672.069	2134.224	1316.998	1431.9992	1451.868748
Wdr82	1824.88	1689.7	1832.72	1718.76	1531.84	1738.96	2021.3	2116.16	1760.83	1790.68
Wdr83	254.5593	188.5784	294.56379	278.9632	240.60112	250.589	331.01131	242.122	200.314	257.44747
Wdr83os	474.12461	531.705	549.88792	567.1963	455.20005	478.822	669.0805	518.327	432.10691	548.45203
Wdr86	11.5217	10.43	52.8698	30.18	17.8201	24.5674	43.4727	12.7446	33.0836	25.6589
Wdr88	0	1	0	0	2	2	0	0	1	2
Wdr89	57.4184	53.0332	64.0947	61.539	30.5679	37.9276	59.79414	60.8428	55.465	57.6939
Wdr90	269.1631	325.6556	253.1647	367.35878	242.7865	378.00198	467.1376379	422.536	288.9051	376.3094
Wdr91	838.00005	791.90124	808.68966	778.74569	781.69855	847.52361	944.87736	868.598	713.88162	863.17187
Wdr92	268	219	293	277	253	238	323	284	262	315
Wdr93	79	80	54	33	48	55	92	132	83	85
Wdr95	60.9729	53.36028	47.5154	27.9921	39.949601	28.5439	45.4967	51.57810004	46.0503	49.8289
Wdsub1	527.60437	614.1482	441.81672	537.57243	487.4558	498.6644	571.982	591.07615	492.75086	538.1109
Wdtc1	1606.6406	1619.9499	1304.7568	1283.7321	1210.05	1248.65	1432.0277	1663.68	1511.7581	1668.14
Wdyhv1	320.39701	292.18935	243.10994	200.82801	216.66036	214.24157	251.15186	337.76633	306.25794	336.46227
Wee1	262	269	427	749	539	542	675	275	275	236
Wee2	1	1	1	3	0	0	3	0	1	0
Wfdc1	507.9997	484	250	275	300	432.0001	475	779.9997	639.0001	590.9999
Wfdc10	5	17	3	1	6	4	5	11	5	5
Wfdc11	3	2	0	0	0	0	0	0	2	0
Wfdc12	6	9	44	153	65	50.3144	28.8173	11	2	10.7177
Wfdc13	6.00978	2.00059	30.0879	12.0311	6.0222	16.0507	12.0179	14.0117	9.01209	14.0302
Wfdc15a	0	0	0	0	0	0	0	0	0	0
Wfdc15b	0	0	0	0	0	0	0	0	0	0
Wfdc16	7	14	0	0	2	1	3	14	8	7
Wfdc17	54	53	825	1347	672	619	406	45	70	104
Wfdc18	0	2	1	0	0	3	1	0	0	0
Wfdc2	5987.8646	6050.2031	4281.3152	4723.4688	3999.179	4115.6035	5545.5746	6132.794	6175.8527	6146.3134
Wfdc21	44	43	148	184	74	103	104	40	34	55
Wfdc3	7.395385	7.28711	8	12	14.278838	11.37202	17	19.72217	4	17.99998
Wfdc5	1.999996	1	12	13	13.00004	2	6	0	0	0
Wfdc6a	13	13.20284	3.34133	16	6.45537	6.36734	6.67741	17.74539	18.7683	19.38443
Wfdc6b	23	11.7972	8.65867	17	10.5446	16.6327	4.32259	17.2546	20.2317	11.6156
Wfdc8	77.99995	50.99994	98	105	101	60	66	74	89.99997	51
Wfdc9	0	0	0	0	0	0	0	0	0	0
Wfikkn1	25	23	23.00003	45	22	30	30	28	14.99996545	20.99999
Wfikkn2	53.5499	70.3143	43.29	18.9145	36.6285	41.0405	42.0812	36.7707	42.1819	44.0441
Wfs1	602.685	646.252	805.269	933.204	885.561	915.184	740	679.344	560.001	580.544
Whamm	601.8071951	534.934	600.426	465.437	502.508	439.099	540.69	625.371	480.8305	614.571
Whrn	147.98866	142.9042827	144.0327441	163.66858	116.3804	178.61655	180.10115	197.11145	96.79755512	138.67064
Wif1	100	119	44.9355	52.7651	69.99998	62	88	92	105.315	118
Wipf1	1699.9695	1701.00132	2342.9762	2015.9635	1967.90079	2027.0004	2344.00048	2016.9805	1849.89663	2109.00153
Wipf2	1056.6514	947.822	783.0656	807.3011	719.3855	770.2713	891.2485	1107.2547	890.0077	1056.8686
Wipf3	447.902	478.957	810.722	1429.336	767.522	1023.24281	898.069	429.731	501.9368	493.844
Wipi1	755.194	897.5863	1329.0001	1736.9241	1333.9911	1363.9549	1266.9956	867.9304	766.2582	853.9881
Wipi2	1534.998	1506.491	1474.733	1535.127	1297.735	1350.467	1586.7	1724.9414	1491.2549	1690.6766
Wiz	819.26243	884.7713	840.586	896.994674	829.9341	716.05032	917.36646	800.16495	821.82466	842.95774
Wls	2360.523	2605.153	2652.095	3586.86	2432.17	2553.51	3025.321	2542.086	2545.897	2348.215
Wmp	0	0	0	0	0	0	0	0	0	0
Wnk1	1765.162001	1870.82733	3345.92665	6258.06412	3878.05797	6056.96371	4201.3006	2070.08765	1966.0103	1889.1349
Wnk2	76.87502697	70.66964	58.55742523	82.27748	60	56.95647	75.00005209	86.14356	56.48333306	74
Wnk3	8.19526	6.60273	7.81787	12.3172	12.979481	9.98494	7.76171	10.41912	2.79727	8.8282
Wnk4	315.551	263.75899	213.59118	202.88047	149.711	193.13236	272.492	273.329	331.072	292.622
Wnt1	0	0	3	1	4	5	0	0	1	0
Wnt10a	2	2	89	74	82	93	66	0	0	0
Wnt10b	468.0002	527.00055	96	120	94.9999	177.0002329	206.9996	496.0001	491.00008	409
Wnt11	231.0077	251.6054	312.3666	438.7658	273.8106	341.0384	309.6557	223.6655	199.4594	203.7636
Wnt16	3	7.45128	14.4197	9.49395	7	6	8	9	3.19062	8
Wnt2	369	336	132	174	161	194	193	396	322	357
Wnt2b	97.9373	99	48	57	74	85	80.7333	88	103	88.6225
Wnt3	2	3	0	4	3	3	4	6	0	3
Wnt3a	388	412	129	139	103	325	379	401	416	479
Wnt4	288.493	306.145	318.403	308.144	251.09	330.428	313.795	363.127	323.914	324.133
Wnt5a	473.35	545.701	1120.366	1207.603	1039.324	1249.009	1381.447	435.562	428.205	475.614
Wnt5b	105.0000002	119	151.999607	187.00027	157.0004041	116.0000002	143.00038	108.99998	112.999711	93.99995611
Wnt6	4.90499	6.38567	12.3526	32	30	26.5006	21.7378	6	6.0487	10.8574
Wnt7a	438	429	683	972	441	670	586	500	305	524
Wnt7b	127	179.99997	502.9995	488.9997	321.00004	326.9997	365.99995	136.9999	92.00003	137.00008
Wnt8a	1	2	1	0	0	2	0	0	0	3
Wnt8b	1	1	0	0	3	1	3.6404	2	0	1
Wnt9a	330	332.9998	333.0003	516	299.9996	461.9999	334.9998	309	269.0002	354.9999
Wnt9b	9	7	27	19	5	20	6	5	5	1
Wrap53	176.4921	208.4243	231.6505	280.9599	208.1825	181.80427	209.4423	200.3325	193.8241	245.0001
Wrap73	198.55797	217.996	234.642	226.158	172.094	223.255	197.40947	211.296	202.303	202.008
Wrn	334.8148	345.6179	375.8072	448.9436	435.7528	431.506	456.3544	372.36145	348.8218	374.7594
Wrnip1	968.692	998.525	900.632	1015.48	763.097	811.868	961.987	950.41	811.016	1008.4
Wsb1	1082.35	1204.42	1529.53	1881.52	1418	1352.12	1481.31	1360.71	1235.86	1209.19
Wsb2	1699.56	1869.350002	2520.55	3026.8942	2083.160027	2436.8786	2503.39	2115.18	1736.5	1972.2826
Wscd1	973.03877	872.66323	260.8947	291.8475	304.9999	400.87084	522.57174	935.29223	934.99413	1020.2663
Wscd2	154.725	135.854	183.09	99.8365	178.987	249.894	235.936	142.954	171.736	179.846
Wt1	68.81751	48.73774	33.21551	39.9505	37.85212	51.9858	31.76573	50.77917	54.02592	39.29048
Wtap	1604.284	1591.24097	1714.43358	1845.58496	1571.35788	1478.60891	1764.08808	1775.142844	1579.638001	1692.5691
Wtip	405.766	483.165	567.222	632.027	459.555	470.29	552.255	514.77	415.352	502.914
Wwc1	6290.46	6458.99	4303.8	5454.99	3321.62	4476.54	5278.98	6851.27	5943.37	6445.4
Wwc2	3300.18	3739.15	3529.51	5203.92	3089.2	3985.2	4126.59	3896.71	3324.88	3649.71
Wwox	191.3094	181.8151	231.04566	316.4989	207.4948	230.64602	240.88399	178.31848	195.69276	199.1243
Wwp1	2019	2199.99	1889	3069.003	1957.996	2304.9968	2457.99851	2296.00035	2199	2205
Wwp2	1302.5986	1405.151	1604.8218	1648.0292	1357.69659	1316.1776	1486.999562	1507.2458	1366.4302	1455.30743
Wwtr1	2921.9963	3222.9953	2976.9975	4403.9978	3078.0039	3696.0037	4334.9966	3457.9963	3251.0049	2994.9976
Xab2	1306.13	1232.83	1063.12	950.595	947.045	895.44501	1081.38	1182.5605	1175.25	1371.84364
Xaf1	240.9504	239.1821	306.1696	227.5931	198.6624	200.5097	274.3498	295.6586	273.3479	314.3555
Xbp1	3657.303	3920.4597	5977.779	5454.168	4693.494	4622.166	5028.21244	4459.724	4125.052	4464.967
Xcl1	13	9	6	3	10	5	9	10	10	15
Xcr1	67.4181	69.5076	79.9664	28.1409	70.5949	62.3335	99.7096	63.9516	79.783	63.8115
Xdh	3715.8836	4636.1128	5502.6582	6592.4382	4137.38859	3900.62868	4149.15569	4933.51	3749.9683	6664.1283
Xiap	351.6595801	453.79	1073.003904	1976.87637	1544.29792	1833.34548	1699.32602	477.1560497	488.771471	520.41392
Xirp1	100	78	41	50.00002	29	36	51	141	59	92.99997
Xirp2	63	65	14.000021	36.00005	20.99996	31.00001	39	79	57	92.99998
Xk	49.3571	58.2672	37.0887	34.2579	31.2649	43	43.1425	74.5065	46.4978	80.5359
Xkr4	15.0167	18.1988	14.1243	17.0789	27.393	33.0525	18.9833	15.5418	20.0664	17.8962
Xkr5	0	0	41.2193	25.515	29.4273	40	51	9	0	26
Xkr6	4.06283	10.3562	5.81459	7.1054	3.28938	3	9.49925	9.121913	8.24133	9.33526
Xkr7	1	3	3	1	1	1	7	4	1	1
Xkr8	239.221	194.701	210.394	178.328	154.229	180.465	245.765	224.387	211.61	212.236
Xkr9	0	0	0	0	1	1	1	0	0	3
Xkrx	76.9302	74.9796	29.2333	39.4323	30.3033	22.7052	64.853	96.059	75.3963	67.1746
Xlr	90.99999	92	102.9999	91	68	91.00004	134.00003	72.838	98	99.00004
Xlr3a	8.31975	18.2728	3.22768	14.5829	3.10347	16.1087	42.4346	133.109	13.7142	13.4577
Xlr3b	87.6611	48.3936	9.83332	12.9627	81.5038	35.5784	40.1926	87.3	23.1629	26.0123
Xlr3c	0	0	2.18793	0	0	0	0	0	0	0
Xlr4a	22.1517	22.4384	26.9409	64.64903	47.01145	24.93123	24.59563	35.8756	18.1321	28.6419
Xlr4b	18.55384	21.97219	21.15796	11.8136	25.85183	21.43418	19.59612	21.6047584	38.84011	24.2961
Xlr4c	15.1654	16.775088	20.85444	13.2201	30.52007089	20.85259	17.10989	17.75572	18.354	14.86267
Xlr5a	0	0	0	0	0	0	0	0	0	0
Xlr5b	0	0	0	1.6145	0	0	0	0	0	0
Xlr5c	0	0	0	2.3855	0	0	0	0	0	0
Xndc1	140.2625	121.00431	30.32327	105.7075	63.2073	117.8634	187.0819	170.7578	115.1605	160.4813
Xntrpc	33.6289	31.1052	32.9418	39.6669	30.1327	54.8505	50.6172	39.0738	34.1507	13.0943
Xpa	197.48847	227.43746	261.2601	326.9919	245.92112	212.25177	224.23116	175.73543	194.10284	204.79396
Xpc	1027.02	1141.64	717.391	781.236	679.126	729.126	788.564	1142.06	1064.27	1150.82
Xpnpep1	496.2626	466.10842	870.67726	961.81807	748.41081	851.14332	781.72004	521.3676	492.7043	555.92906
Xpnpep2	204.55386	243.1244	148.9204	95.6619	71.29492	121.3418	145.2121	282.4714	262.2365	276.1193
Xpnpep3	290.456	279.68	379.107	345.85	269.756	282.585	312.545	334.14	261.835	337.448
Xpo1	1627.351	1832.62071	1945.98557	1983.38335	1596.18504	1696.483461	2394.086	1899.41533	1716.50618	1910.202
Xpo4	343.349	476.315	530.064	755.396	505.572	472.482	567.692	508	458	437.949
Xpo5	873.096	920.291	1234.87	1400.36	1136.5	1107.55	1239.38	1090.17	912.309	880.588
Xpo6	1273.719	1404.70424	1771.57475	1904.80037	1499.68097	1483.0829	1615.89819	1431.698	1360.210426	1639.5619
Xpo7	1326.8773	1316.4291	1324.7021	1593.3775	1278.0427	1271.6179	1461.9737	1500.8828	1238.4429	1291.1778
Xpot	1539.09	1595.38365	1696.87872	2159.65078	1598.63488	1699.30039	1968.13351	1912.22257	1583.3214	1684.76
Xpr1	915.75911	1017.5381	1195.6685	1819.746	1265.2873	1258.5777	1366.3053	1067.116301	986.6479	1022.9509
Xrcc1	532.124	554.271	458.424	503.17508	418.69	484.932	547.2	534.385	455.409	570.06494
Xrcc2	103.618	109.202	107.94	150.253	99.0032	122.074	120.542	104.739	78.0115	103.781
Xrcc3	470.632	481.172	498.876	689.164	461.831	454.91	483.35	525.705	401.455	446.079
Xrcc4	168.68104	181.80686	179.5979	223.83249	153.80684	170.119	196.44191	235.14928	182.9839	188.15478
Xrcc5	409	433	491	534	434	467	561	444	425	499
Xrcc6	348.1097	310.888	427.81473	438.03383	372.30834	399.84522	394.93756	347.6427	341.67712	385.12548
Xrn1	964.79264	984.72024	1148.30317	1398.07222	1053.39339	1126.32879	1145.09183	995.06674	868.17533	997.89967
Xrn2	1382.17	1451.89	1747.02	2300	1750.18	1663.09	1877.04	1452.62	1404.17	1485.76
Xrra1	28.7926	38.00003	13.133694	34.9905	31.49516	30.5697	28.5174	27	23	42.8419
Xxylt1	480.469	598.007	695.173	627.111	628.64	702.021	691.244	536.934	528.5	551.218
Xylb	99.3607	100.529	122.37	110.454	97.4579	86.8539	74.0354	96.795	60.7659	96.0798
Xylt1	262.859	312.192	515.549	456	513.393	492.15	541.988	279.2	264.743	399.499
Xylt2	764.13166	779.171	841.12931	1001.2817	784.628	778.10777	754.111	771.906838	753.70961	747.2995
Yae1d1	843.404	837.272	605.248	692.793	536.295	606.857	731.353	938.341	900.714	850.11
Yaf2	191.631	206.008	228.673	259.752	230.566	232.401	251.881	195.838	174.264	223.7
Yap1	3032.192	3098.60829	2816.0744	3248.02127	2656.30784	2567.6352	3091.02213	3495.9736	3054.07495	2991.8128
Yars	624.656	644.06	978.069	962.712	741.301	692.231	814.075	700.074	676.491	792.715
Yars2	151.0621	135.3677	173.1344	141.979	177.4747	143.0908	94.4107	216.6806	139.9004	173.6628
Ybey	256.95	188.456	123.556	143.078	146.382	143.225	199.566	216.852	214.124	239.681
Ybx1	10325.716	11209.906	15279.557	16881.339	11605.457	12684.384	14128.753	12784.069	9884.564	11700.472
Ybx2	28.22621	30.037	21.80633	22.00003	32.6766	40.71565	63.30757	45.8888	36.36162	37.3889
Ybx3	1785.548	1948.017	3128.294	3226.1	2241.357	2269.345	2443.814	2023.657	1845.722	2042.794
Ydjc	46.91893	39.78896	94.93287	63.63463	57.02463	59.6939	77.54096	45.21217	22.34595	31.68401
Yeats2	678.14323	728.2277	800.1934	787.3431	783.84624	815.74784	978.2369	755.64257	724.7398	726.748
Yeats4	620.541	589.803	630.738	753.999	570.914	628.886	705.622	670.58	570.501	650.755
Yes1	839.80703	875.47629	742.90232	1030.44582	763.20976	783.30372	1089.63492	927.6235	867.85631	807.67329
Yif1a	316.7609	337.20835	402.4175007	415.78572	316.3791	366.71857	351.7681	367.5937	348.4424	390.2942
Yif1b	830.94687	776.8603	766.88805	771.47211	656.37632	752.48254	867.4999	890.14766	802.7161	843.6015
Yipf1	622.54661	590.1386	722.416	737.2277	680.2535	658.0437	743.02623	644.9625	624.29483	678.972
Yipf2	580.9731	556.8055	485.6214	371.5248	417.0137	545.7949	509.6907	597.4904	527.0246	599.322
Yipf3	1240.4563	1379.3315	1738.8251	1623.326	1461.9041	1488.7746	1568.92	1542.9233	1324.1449	1517.7925
Yipf4	1335.55	1380.49	1123.22	1281.01	978.743	1002.48	1216.13	1470.13	1380.67	1427.35
Yipf5	843.353	914.894	1272.96	1437.83	1127.59	1091.63	1242.85	912.959	877.423	989.825
Yipf6	1553.43848	1684.101	1417.67072	1893.5435	1430.741726	1460.29726	2103.96151	1787.47818	1742.3575	1698.7722
Yipf7	5	5	2	5	8	3	2	10	5	8
Yjefn3	30	23	11	19	14.2133	13	22	36.7593	29.829	24
Yju2	268.8962	245.9852	232.9074	233.9671	206.9788	201.8871	264.9667	296.942	222.8142	332.9655
Ykt6	2474.66	2362.41	3569.77	4460.96	2959.07	3195.89	3097.16	2622.12	2236.38	2547.86
Ylpm1	694.39	680.4979	1010.694	805.91	858.4238	1132.2884	1148.491	859.34	722.2358	727.781
Yme1l1	2001.05	2052.64	2365.73	2568.37	2245.1	1995.02	2563.2	2224.2	1959.43	2053.66
Yod1	351.361	310.756	251.227	305.81	259.278	298.782	327.469	364.051	311.606	320.401
Ypel1	50.186787	60.28774	38.63082	63.68542	49.05524	29.225096	57.95697	41.98929	69.26739	56.8787
Ypel2	502	544	483	486	504	621	671	571	619	634
Ypel3	1994.4163	1888.1782	1276.004	1029.07311	1218.2129	1285.8251	1361.4331	2123.1246	1790.7988	2284.0294
Ypel4	16.1348	6.76301	16.1225	18.8007	16.8848	4.65537	12.6324	17.5561	18.8275	20.2207
Ypel5	940.25502	1041.1361	1267.07428	1729.4029	1343.83742	1205.65599	1278.86314	1122.4276	966.783	1057.0275
Yrdc	333.0358	381.0157	428.6115	576.1987	337.8867	318.7057	428.678	430.5787	311.7968	356.3273
