Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
4932438A13Rik	689.01509	1139.2001	1179.1372	1291.189235	1618.175726	793.65608	852.9453	311.97811	506.32106	1172.644974
4932438H23Rik	0	3	1	1	0	4.9999951	2	0	1	0
4933400A11Rik	0	0	0	0	0	0	0	0	0	0
4933402D24Rik	0	5	2	2	6	0	1	0	0	2
4933402E13Rik	0	0	0	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0	0	0	0	0.999454
4933403O08Rik	0	0	0	0	0	0	0	0	0	0
4933405L10Rik	1	0	0	1	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0	0	0	0	0
4933407L21Rik	1	0.736724	1	0	3	0	0	0	0	0
4933408B17Rik	0	0	0	0	7	8	0	0	0	0
4933409G03Rik	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	0	0	0	2	3	0	0	0	0	0
4933412E24Rik	0	0	0	0	0	0	0	0	0	0
4933414I15Rik	0	0	0	0	0	0	0	0	0	0
4933415A04Rik	2.00197	1.00073	2.00062	4.00349	5.00104	1	0	0	0	2
4933415F23Rik	0	0	0	0	0	2	0	0	0	0
4933416C03Rik	0	0	0	0	0	0	0	0	0	0
4933417A18Rik	0	0	0	0	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0	0	0	0	0
4933424G06Rik	1	0	2	1	1	0	0	1	0	0
4933425L06Rik	0	0	0	0	0	0	0	0	0	0
4933427D14Rik	0	32.4017	17.0889	34.8411	0	15.8917	0	0	0	14.49506
4933427I04Rik	2	3.10342	0	2.25208	2.31202	1.08359	0	1.01447	1	1.03357
4933428G20Rik	0	2.10027	6.31216	4.11763	7.3804	0	1.02565	0	0	1.04353
4933428M09Rik	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	2	5	2	1	7	0	0	3	0	5
4933434E20Rik	548.9828	669.0385	664.3485	646.5481	931.4393	517.627	398.4864	246.12225	279.6682189	571.312
4933436I01Rik	0	0	0	0	0	0	0	0	0	0
5031410I06Rik	0	2.40606	0	0	3	0	0	0	1.5	0
5031439G07Rik	554.098	928.537	851.3186	852.01406	1286.5077	454.753	415.858	297.239	330.76	730.272
5330417C22Rik	2	0.877038	0	2	1	1	0	0	0	2
5330417H12Rik	0	0	0	0	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0	0	0
5430403G16Rik	11.5162	13.2283	19.8091	16.3949	23.8772	20.1847	20.4953	10.2814	8.31218	9.8928
5430419D17Rik	2	5	2.999997	6.0000055	12.999962	2	4	1	1	5
5430427O19Rik	27	40	20	26	45	8	4	5	5	5
5530400C23Rik	0	0	0	0	0	0	0	0	0	0
5530401A14Rik	0	0	0	0	0	0	0	0	0	0
5730409E04Rik	208.5223	268.475	220	247.5953	318.15	201	194.0864	124	141	258.0002
5730455P16Rik	585.3366	666.019	586.743	626.989	791.243	595.508	686.626	347.956	373.9995568	835.059
5730480H06Rik	18.3939	28.96885	35.2075	32.77854	60.79226	27.91192	22.8704	23.5981	14.7647	28.2955
5730507C01Rik	11.7133	5.19646	4.41258	3.65183	10.914	8.9654	4.17637	2	3.39871	0
5730522E02Rik	0	0	0	0	0	0	0	0	0	0
5730596B20Rik	0	0	0	0	0	2	1	0	0	0
5830411N06Rik	0	0	0	0	0	0	0	0	0	0
5830473C10Rik	0	1	0	0	0	0	0	0	0	0
5930422O12Rik	0	0	1	0	3	0	0	0	1	3
6030408B16Rik	33	47.6555	47.3403	66.8778	102.6856	29.8521	24.99998	13.99997	16.91566	30
6030445D17Rik	1	5.07362	4.35772	1.05916	9.42787	0	3	1	1	2
6030452D12Rik	0	0	0	0	0	0	0	0	0	0
6030458C11Rik	279.1697	393.1281	338.315	364.152	591.415	220.5444	215.3459	128.5169001	142.678989	296.255
6030468B19Rik	0	0	2	2	1	1	0	0	1	1
6030498E09Rik	0	0	0	0	0	0	0	0	0	0
6330409D20Rik	4	5	4	2.06726	2.49622	0	4	0	1.31341	1
6430531B16Rik	0	4.11449	1.64593	5.18387	4.4313	1	1.41132	0	0	2
6430548M08Rik	287.317	565.033053	416.40499	467.9995	604.68532	202.163765	133.181	70	137	228.0000372
6430550D23Rik	0	1	1.05943	0	0.330151	1	0	0	0	0
6430571L13Rik	51	94.2962	97.2425	77.9914	123.744	39.1332	21.0598	35.1537	42.2385	55
6430628N08Rik	0	0	0	0	0	0	0	0	0	0
6720489N17Rik	19.000032	19.0809	33.3219585	32.99998	32.99998	20	28	18.304144	6	23
6820408C15Rik	21	43	17	16	31	3.63936	31	13	25	26
7420426K07Rik	0	0	0	0	0	0	0	0	0	0
7530416G11Rik	0	2.00711	1.00013	2.00065	2.00047	0	0.556442	0	0	0
8030411F24Rik	0	0	0	0	0	0	0	0	0	0
8030462N17Rik	223	429	477	505	689	231	229	103	120	379
8030474K03Rik	0	1	0	0	0	0	0	0	0	0
9030025P20Rik	0	0	0	0	0	0	0	0	0	0
9030612E09Rik	8	25	16.9846	14	18	22	24	19	9.94905	39
9030624G23Rik	9	13.3662	11.9503	9.53891	8.58178	5.17287	8.85094	2.05649	3.32122	9.75095
9130008F23Rik	15	21	29	26	42	10	8	4	3	15
9130019O22Rik	37.2687	67.1892	50.8904	61.6477	79.6929	28.327	29.54527	15.56889	14.24629	21.39648
9130023H24Rik	61.1394	98.8049	97.5094	91.9847	125.512	44.9157	49.838	40.8882	34	63.8619
9130204L05Rik	0	0	0	0	0	0	0	0	0	0
9130213A22Rik	1	4	2	1	4	1.78162	1.14597	3	1	0
9130230L23Rik	0	1	2	0	2	0	0	0	0	0
9130401M01Rik	173.44647	267.07945	183.248	207.313	335.99899	139.06848	88.8448	91.2381	104	142.46384
9130409I23Rik	0	1	0	0	0	0	0	0	0	0
9230102O04Rik	0	0	0	0	0	0	0	0	0	0
9230104L09Rik	0	0	0	0	0	0	0	0	0	0
9230110F15Rik	0	0	0	0	0	0	0	0	0	0
9230112D13Rik	0	0	0	2	0	0	0	0	0	0
9230113P08Rik	0	1.00905	0	0	2	0	0	1	0	2
9330159F19Rik	23.09772	4.62814	11.28581	10.6387	13.13991	26.653	17.96298	6.00141	8.03004	5.00177
9330161L09Rik	1	9	11	10	15	1	1	0	5	1
9330182L06Rik	0	2	2	0	2	0	0	0	2	0
9330182O14Rik	1	0	2	0	0	0	0	0	1	0
9430007A20Rik	0	0	0	0	0	0	0	0	0	0
9430015G10Rik	3.224041947	31.1006	20.21281	23.5621	41.7535	10.1632	30	2.87944	14.58231	4.32632
9430038I01Rik	67.86135	101.45426	98.7766	148.84265	167.69528	56.00003	55.94375	39	39.29158	52.42138
9430069I07Rik	0	0	0	0	0	0	0	0	0	0
9430097D07Rik	0	0	1	0	0	0	1	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	0	0	0	0	0	0	0	0	0	0
9530053A07Rik	0	1.0000003	0	0	2.21934755	0	0	3	0	0
9530068E07Rik	1689	2179.058	2047.965	2157.514	2878.33	1574.998	1237.201	1018	1186	1678.002
9530077C05Rik	5	1	0	2.44315	2.44444	1	0	2	0	2.43589
9630041A04Rik	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	0	0	0	0	0	0	0	0	0	0
9930012K11Rik	8.764215	12.6695	2.999999	13.00004	11.210417	0	7.170183	0	0	2.55193
9930021J03Rik	134.3724	300.646	280.331	320.349	517.174	109.4395	149.5375	61.41489	43.8605	247.468
9930022D16Rik	0	5	0	4	3	0	0	0	1	0
9930104L06Rik	0	0	0	0	0	0	0	0	0	0
9930111J21Rik1	15.4563	77.015671	67.65565	58.87351	77.11684	33.2463	51.196484	7.10329	1.875371	50.905914
9930111J21Rik2	156.131	276.607571	307.70075	393.12821	481.15834	204.05442	266.929284	85.56528	74.353231	323.458814
A030003K21Rik	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0
A030005L19Rik	2	0	0	1	2	0	0	1	3	1
A030014E15Rik	0	1	0	0	0	0	0	0	0	0
A130010J15Rik	106.8308	177.77596	150.30882	140.2528	253.73762	106.16984	67.0087502	53.145712	64.999925	104.7181
A1bg	1	3	0	1	0	1	0	0	4	0
A1cf	0	0	0	0	0	0	0	0	0	0
A230050P20Rik	20.53	26.9099	12.2501	16.958	24.3622	6.8219	10.219	8.52395	0.459882	4.57183
A230072I06Rik	0	0	0	0	0	0	0	0	0	0
A26c2	0	0	0	0	0	0	0	0	0	0
A2m	8	10	8	9	11	11	3	0	2	2
A2ml1	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0	0
A3galt2	4	4	3	8	10.00000289	4	2.999996	1	3.000001	1
A430005L14Rik	114.948	168.2791	149.5084	131.2311	207.77519	77.0622	85.79232	53.572	77.1375	98.2773
A430033K04Rik	45.6066	72.2694	69.74683	56.85318	113.0714	38.6132	42.6776	30.24231	18.4891	69.28011
A430078G23Rik	4.05415	15.1022	5.24085	4.70651	11.3609	2.02344	1.01017	0	0	0
A430089I19Rik	0	0	0	0	0	0	0	0	0	0
A4galt	0	0	0	0	0	0	0	0	0	0
A4gnt	0	0	0	1	0	0	0	0	0	0
A530016L24Rik	258	224.9998	142	259.0003	223.0001	340.9996	376.9997	240.9999	229.9997	720
A530032D15Rik	1.5341	3.01414	1.02684	0	3.60408	0	0	0	2.017039	0
A530064D06Rik	0	0	0	0	0	0	0	0	0	0
A530084C06Rik	0	0	0	0	0	0	3.16029	0	0.164225	0
A630001G21Rik	3.88294	15.3862	5.52449	12.9076	46.6921	4.239020016	0	9.975880043	7	2.76955
A630010A05Rik	1.71834	5	6	6	12	4	4	2	3	7
A630023A22Rik	0	0	0	0	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	0	1	5	3	4	0.601477	1	1	0	1
A630089N07Rik	0	0	0	0	0	0	0	0	0	0
A630095E13Rik	0	0	0	0	1	0	0	0	0	0
A630095N17Rik	0	0	1	0	0	0	0	0	0	0
A730009L09Rik	0	0	0	0	0	0	0	0	0	0
A730015C16Rik	6.52343	3.34149	4.38236	0	3.49015	0	1.44962	0	0	0
A730046J19Rik	7	5	0	0	0	17	9	4	6	0
A730049H05Rik	10.3197	10.8532	24.2068	15.6909	31.886	3	1.32296	0	1	4.23709
A730061H03Rik	4.03797	3.79011	2.01906	4.90047	4.85036	4.03847	5.02267	1.0139	4.04452	2.00934
A730071L15Rik	1.00538	1.00634	0	2.09033	3.07684	0	1.01348	0	0	0
A830005F24Rik	1	0	1	0	1	0	1	0	0	0
A830018L16Rik	0	1.00162	2.00144	6.0048	2.00029	1.00022	0	0	2	2.00014
A830031A19Rik	0	0	0	0	0	1	0	0	0	0
A930002H24Rik	1	5	2	0	3	0	0	0	1	0
A930004D18Rik	69.3718	87.2345	74.2577	64.4837	148.803	51.3181	51.0629	35.1	58.5498	42.5021
A930009A15Rik	0	0	0	0	0	0	0	0	0	0
A930017K11Rik	0	1	1	2	1	1	1	0	0	0
A930018P22Rik	1	3	2	2	2	6	5	1	1	2
A930033H14Rik	13	43	28	47	41	6.00935	8	5	10	5
AA467197	132.5	233.5	190.8071	281.999	270.611	4.5	1.335891	1	8	3.5
AA792892	0	0	1.10174	0	1.0353	1	0	0	0	1.00754
AA986860	12	43	41.5802	63	55.2512	6	5	5	8.79995	12
AB124611	52.99996	156	93.3887	53.7112	142.9997	16	12	19.99998	21.99995	8.78151
AC117239.2	0	0	0	0	0	0	0	0	0	0
AC117241.1	0	0	0	0	0	0	0	0	0	0
AC125199.3	0	0	0	0	0	0	0	0	0	0
AC133488.1	0	0	0	0	0	0	0	0	0	0
AC140267.1	0	0	3.00576	0	0	0	0	0	0	1.86765
AC144408.3	0	0	0	0	0	0	0	0	0	0
AC153137.1	0	0	0	0	0	0	0	0	0	0
AC154187.2	0	0	0	0	0	0	0	0	0	0
AC161166.1	0	0	0	0	0	0	0	0	0	0
AC170998.1	0	0	0	0	0	0	0	0	0	0
AC192777.2	0	0	0	0	0	0	0	0	0	0
AF067061	0	0	0	0	0	0	0	0	0	0
AF067063	0	0	0	0	0	0	0	0	0	0
AF366264	1	0	1	0	2	1	0	0	2	3
AI182371	3	0	0	0	2	0	1.60401	0	1	0
AI413582	0	0	0	0	0	0	0	0	0	0
AI429214	20	15	19	19	29	26	22	13	24	14
AI464131	106	121.03	114	93.4243	189.149	106	133.099	110	97.5518	125.057
AI467606	43	116	48	55	78	15	16.000045	15	21	17
AI481877	2	0	1	0	0	0	0	0	0	0
AI593442	50.00000203	34	18	33	99	42	38	15.00000158	16.00000073	45.00004692
AI597479	398	475	537	533	766	422	367	235	274	611
AI606181	54	116	77	91	136	41	29	38	55	40
AI661453	32	12	21.00003	14	20.00002	19	17	9	10	13.000045
AI837181	211.916	465.642	334.788	444.584	466.266	166.849	142.804	122.134	132.851	169.237
AI854703	8	8	10	11	23	8.999997	16	11	16	6
AI987944	138.00906	171.203	184.8388	158.179598	260.28843	160.4565	130.9192	76.46346	86.49423	172.93264
AK157302	0	0	0	0	3.26474	0	0	0	0	1.63437
AL607142.1	0	0	0	0	0	0	0	0	0	0
AL731706.1	328.506	483.48	316.369	321.15	578.266	359.051	238.458	291.888	272.01	383.461
AL731706.2	0	0	0	0	0	0	0	0	0	0
AL732309.1	0	0	0	0	0	0	0	0	0	0
AU015836	0	0	0	0.52177	0	0	0	0	0	0
AU018091	0	0	0	0	0	0	0	0	0	0
AU021092	0	0	0	0	0	0	0	0	0	0
AU022252	307.754	489.037	425.8	405.968	622.096	286.023	348.679	164.84	200.41	441.274
AU022751	0	0	0	0	0	0	0	0	0	0
AU040320	530.92753	747.0027	638.57284	614.021553	914.76032	494.0001221	418.6376781	276.0001	271.376	617.9996
AU041133	31	50	53.00001	40.6913	65	45	29.99997	15	9	41
AV320801	0	0	0	0	0	0.5	0	0	0	0
AW011738	29.3955	44.3977	39	94.7093	55.6769	58.3567	31.0796	25	17	54
AW146154	44.6474	64.2614	53.8157	34.363	76.8155	48.8956	41.092	28.1896	24.696	38.5519
AW209491	173.0003	284.8648	287.0003	279.79082	457.8724	150.0004	108	100.00003	127.8012	176.99962
AW549877	609.919	652.055	656.696	806.779	956.909	683.811	689.261	351	358	659
AW551984	7.000001	12.00000001	11.699722	18.000046	19.0073	2.999998	1	4.17272	1.51715	7.99184
AW554918	70.8328	120.917	100.1378	107.5316	132.7806	81.7598	66.7934004	42.1768	52.2713	70.0339
AW822073	0	0	0	0	0	0	0	0	0	0
AY074887	0	0	5.93564	2.0045	2.38777	3.00368	3.00876	0	3.01641	2
AY358078	0	0	0	0	0	0	0	0	0	0
AY761184	0	0	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	0	0	0	0	0	0
Aaas	0	0	0	0	0	0	0	0	0	0
Aacs	71.7322	157.811	124.709	131.862	215.058	36	35	24	31	40
Aadac	0	0	0	0	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	0	0	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0
Aadacl4	0	0	0	0	0	0	0	0	0	0
Aadat	0	0	0	0	0	0	0	0	0	0
Aaed1	812.97636	648.89725	634.23076	695.377121	888.3839	876.02674	795.1061	515.58663	611.07656	1175.99924
Aagab	305.866	374.386	316.181	279.122	419.325	319.535	248.895	185.721	216.921	321.764
Aak1	574.197	1158.526662	1066.98978	1214.06621	1662.78212	697.723	596.399	327.53683	438.136	861.8691
Aamdc	466.58533	528.2843	412.46605	421.40761	618.8066595	494.8322201	434.0671	361.59189	371.1333	616.64179
Aamp	1136.01449	1805.62999	1486.25357	1557.875	2236.71794	869.4239	678.866	640.7733	804.36035	894.8992
Aanat	0	0	0	0	0	0	0	0	0	0
Aar2	258.0004	373.9998	401.99999	389.9996	525.0004	230.9581	198.9995	140	190.9998	264.0001
Aard	2	0	5	3	1	2	0	1	0	3
Aars	726.503	1409.94	1329.58	1346.28	1954.84	543.817	472.317	324.063	403	703.835
Aars2	0	0	0	0	0	0	0	0	0	0
Aarsd1	312.428	295.584	273.48	331.543	408.663	287.6	225.263	236.952	208.14	310.324
Aasdh	75.45781	93.5434	80.626137	63.392768	113.0724	92.345575	98.6388	48.467872	51.1537	118.95694
Aasdhppt	441.168	615.639	601.78	617.222	942.016	445.145	364.863	312.871	276.059	529.706
Aass	6	2	5	19	4	3	7.06984	6	6.000001	5.079223
Aatf	151.836	217.647	257.856	237.837	380.795	128	84	60	82.5786	113
Aatk	25.2299	63.5814	48.99313471	46.5616	52.364	28.9134	22.372935	9.79546	23.5686	18.87433
Abat	358.00004	297.00027	237	285.99991	332.9999	231	263	145	142.576	322
Abca1	515	748.235	555	744	1056.13	621	515.553	250	459	1011
Abca12	34.932	64.122	26.0178	34.1722	55	73.486	62.0115	41	49.0082	113.09
Abca13	0	3	1	5	7	0	0	0	0	0
Abca14	1.0767	0	0	0	0	0	2.28713	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0	0	0
Abca17	0	0	0	0	0	3.03372	0	0	0	0
Abca2	481.509	678.698	595.433	535.553	814.504	513.907	509.233	233.042	227.796	765.239
Abca3	191.425	302.5359	304.9158	304.799	452.8168	193.6027002	138.9237	120.7734	138.1413033	201.764972
Abca4	67.59159	83.4536	96.30319	119.9004	144.9828	81.00005	81.96647	33.3661	59.39544	97.32427
Abca5	171.99963	207	209.8444	207.84272	326.68815	182	169.99969	71	116.7945	187.00004
Abca6	100.907	101.016	69.5897	92.4901	143.832	152.699	178.003	60.7	76	105.115
Abca7	184.0001	454	296.0002	317.0004939	497.0002308	155	131	97	79	167.0002012
Abca8a	713.9023	722.081	745.445	691.8062	909.029	960.923	901.973	613.251	611.4179	961.257
Abca8b	183.323	213.302	174	190.9998	255.17552	276	251.834	203	161.99	252.856
Abca9	255.846	228.881	227.565	224.56	294	261.846	356.538	164	130	333
Abcb10	519	706	613	655	917	497	487	424	319	707
Abcb11	4.44682	3.321470042	11.00000024	9.000000039	4	1	2	0	0	2.223120015
Abcb1a	313.034	370.224	435.312	490.657	460.908	387.732	319.656	174.538	189.834	493.238
Abcb1b	180.641	215.30278	170.6957532	208.718	275.58008	135.977	136.161	84.6911	103.242	155.887
Abcb4	366.96	495.455	443.726	509.963	612.8201	330.629	324.21	191.413	233.965	458.872
Abcb5	0	0	0	0	0	0	0	0	0	0
Abcb6	228.74671	346.899	300.477229	287.059	411.857	228.837	203.6594	138.00924	172.832	347.9990081
Abcb7	652	754.81	785.761	727	1167.15	784	701	525	533	946
Abcb8	768.1395	1012.16644	822.69081	954.815	1211.03414	799.70435	642.55413	486.32271	499.24386	793.70572
Abcb9	60.9983	137.325	98.1657	85.3867	151.603	88.8051	59.1388	52.8616	40.9705	113.68
Abcc1	490.234	930.382	815.27831	884.32771	1321.82579	301.91198	358.304	171.123	238.213	239.646
Abcc10	23.739058	35.1779	40.77809	36.76812	57.3248	36.9998	22.0741	14.72637	27.87023	29.06695
Abcc12	2	0	0	0	0	0	0	0	0	0
Abcc2	0	1	1.001	3.001749	1	0	0	0	0	0
Abcc3	42.2194	95.4252	65.2918	61.0355	93.7546	19.59261	15.99999	26.00003	24	27.2131
Abcc4	125.5232	174.251	178.0002	171.908	234.3802	141.0002	124.000285	76	71	147.4151141
Abcc5	77.401441	116.18239	180.48306	212.09752	369.55756	138.98719	141.4943	37.37649	49.36158	114.8041
Abcc6	0	0	0	0	0	0	0	0	0	0
Abcc8	211.09544	246.827332	227.66833	225.7432	345.78062	261.717	248.92457	157.06645	188.87957	304.476
Abcc9	3180.35317	3875.4057	3048.5026	3648.15581	4474.1193	4714.58957	5420.18878	2254.00252	2010.00056	6466.0483
Abcd1	307.15261	459.21749	373.3174	377.3071	530.9574	298.8021	255.32236	187.13941	243	328.23701
Abcd2	0	0	0	0	0	0	0	0	0	0
Abcd3	1354.252	2153.71	2043.32	2322.28	3168.9493	1396.61	1408.56	813.822	956.445	1770.93
Abcd4	68.31339	105.6878	80.2969	69.4621	147.791	85.173	56.9054	42.0468	48.46864	60.50054
Abce1	1436.12	2281.95	2582.45	2477.87	3765.29	873.872	858.488	633.804	692.238	1293.87
Abcf1	1069.98	1746.54	1545.16	1558.53	2310.82	968.134	713.207	605.739	722.677	993.97133
Abcf2	913	1378	1276	1278	1934	686	650	473	535	867
Abcf3	642.6272	962.3735	862.4964304	823.40846	1273.5316	542.19027	474.87097	384.6313	446.1802	692.4959
Abcg1	55.9202	118.882	64.4577	85.133	117.348	40.8168	29	22	30.1175	41.0587
Abcg2	543.7503	620.48927	646.61554	720.85239	930.99789	487.939964	468.59263	262.7778	383.64333	460.18106
Abcg3	9	16.99999	10	7	12.00001	9	13	2	7	9
Abcg4	0	4.86338	4.84101	1.71472	0	0	0	0	0	6
Abcg5	0	0	0	0	0	0	0	0	0	0
Abcg8	1	0	0	0	2	0	0	0	0	0
Abhd10	175.186	178.74	155.558	175.091	262.729	190.278	122.457	115.09	129.595	175.655
Abhd11	434.2094	549.5813	416.545	504.0571	672.802	356.4914	250.08379	200.2404	321.00004	339.5003
Abhd12	331.752	463.641	410.935	466.457	684.658	304.029	314.435	207.448	148.554	499.953
Abhd12b	0	0	0	0	0	0	0	0	4	0
Abhd13	334.9996	461	485.0001	458	654.0001	291.9996	288.0005	196	221	329.9998
Abhd14a	108.44648	117.94193	109.687	112.89062	190.94976	113.99999	96.99995	80.97054	94.00004	127.99997
Abhd14b	70.00003	87.99995	53.99999	65.99995	116.99994	71.00008	73.00003	48.99995799	72.99991	79.99999
Abhd15	27	31.1134	18	21	19.4031	16	15	11	7	10
Abhd16a	538.601	812.457	663.656	732.027	1060.29	510.595	426.389	301.298	323.594	570.438
Abhd16b	1	5	0	1	2	0	2	1	0	1
Abhd17a	348	586.0002	410.99992	395	637.0003	249.99974	197	185	206.99986	242.00013
Abhd17b	195	283	270	301	403	143	160	88	146	149
Abhd17c	330.852	619	523	524.963	983.824	271	216.98	237	199	344
Abhd18	1372.79137	1462.44217	1160.21812	887.8596235	1573.73674	1617.2543	1605.48041	808.5065	773.04631	2356.50453
Abhd2	204.684	437.59	421.444	466.877	586.286	177.933	174.653	135.945	135	295.458
Abhd3	0	0	0	0	0	0	0	0	0	0
Abhd4	560.28441	674.84777	665.86491	723.00004	885.9104	544.9996	547.0417929	289	405.7907	547.00009
Abhd5	506.6562	681.6788	656.84075	643.1565	943.583	540.4246	477.3229	422.422	386.0589	665.99905
Abhd6	116.9999	176.9996	155.0001	160	242.9995	91.00003	80.99998	45.00003	68	113.0000039
Abhd8	134.546	209.419	133.609	145.54	228.631	116.376	118.097	155.602	131	165.623
Abi1	518.8337358	857.6245059	732.3097284	845.2652242	1089.028905	384.775555	343.1890172	244.6267717	296.9836663	361.2770976
Abi2	245.0067908	421.97057	399.797594	482.930157	621.245109	204.95901	212.51934	126.06829	167.9808	250.58619
Abi3	176.98	303.83319	250.166	254.138	452.228	105.92	78.33362	75.74843	56.6699	95.5164
Abi3bp	0	0	0	0	0	0	0	0	0	0
Abl1	416.805	831.225	577.414	690.733	948.055	391.218	336.539	190.887	249.8138	464.36964
Abl2	338.42558	733.10242	746.45659	811.2992	1144.56438	297.22848	322.0589	177.087	158.10859	430.3816
Ablim1	5391.40392	7111.325	6262.5652	8831.3315	9218.0898	6126.4617	5465.564301	3167.59109	3600.76588	8283.734
Ablim2	217.2285299	302.00669	203.69191	274.79954	386.61064	174.93904	148.11441	109.99995	134.686084	240.5216
Ablim3	403	624	631	666	842	433	462	210.0002	278.0003	456
Abo	0	0	0	1	3	0	0	0	0	0
Abr	344.492	747.27488	568.81184	525.34928	934.85028	312.4333	335.0591	178.39883	236.336	462.0523
Abra	0	0	0	0	0	0	0	0	0	0
Abracl	280.5253	302.0029	253.0004	262.00004	471.5337	222	180.31593	136.99952	143.69964	199.00008
Abraxas1	95.5647	196.9405	73.0985	140.6044	225.0155	121.6932	114.3781	77.3561	37.777953	197.9609
Abraxas2	270.952	451.931	406.16	471.94653	650.991	246.18198	181.4849	143	154.209	304.99983
Abt1	142.571	222.669	180.378	154.039	297.769	97.2672	83.264	82	65.2249	101.862
Abtb1	153.82	250.045	169.297	156.634	236.626	141.961	81.3082	85.6637	129.07	150.076
Abtb2	370	627.856	597.552	587.931	799.773	273.418	219.365	158	178.802	337.77
Acaa1a	732.59383	898.1114	641.4608	785.60256	962.7716	592.69194	483.5135	428.91294	467.94169	643.45687
Acaa1b	0	1.19486	1.21005	7.41662	0	0	1.20288	0	0	0
Acaa2	8507	12925	11531	14156	18483	7783	7285	5679	7182	8952
Acaca	185.525	316.9171	257.53465	318.81729	406.35905	160.665	152.228	90.89196	89.9097	277.4130607
Acacb	1227.15232	3173.67757	2935.75268	3559.58775	3960.59126	1648.04931	2077.717	575.176722	521.322298	3010.73062
Acad10	25.9163	27.5016	14.30330004	32.5119	32.3184	28.1551	18.95395	4.78172	10.4797	19.8889
Acad11	1715.03	1826.9601	1447.20091	1758.99727	2201.7101	2047.173	1875.6806	1199.6915	1243.9412	2574.789
Acad12	1113.17078	1209.31257	956.31446	1285.59058	1434.54246	1327.83223	1146.00571	809.59344	890.14565	1621.89108
Acad8	657.582	767.5427	554.2626	681.144	854.583	588.288	585.009	407.602	431.4207	729.3317
Acad9	545.704	702.276	580.92535	644.071	785.973	517.8187	449.55	325.494	380.01907	596.98527
Acadl	15017.4	18710.2	17469.1	21547	27760.7	13869	12183.5	9342.88	11636	15487.1
Acadm	13862.7	16921.67186	13673.20039	18340.849	20100.1218	14372.3	12581.4	10254.1	11874	15996
Acads	1982.97	2987.54	2249.68	2673.13	3311.24	1785.7	1688	1415	1461.83	2245.99
Acadsb	470.689	653.485	621.5366	803.735	823.298	498.44	495.535	227.908	216.5563	700.58066
Acadvl	11452.3	16886.714	13720.588	17288.9735	23057.706	11197.7	9414.691	7833.6865	9108.81	12678.9161
Acan	1	9	4	3	10	5	4.999996	0	3.999996	0
Acap1	14.95115	59.7729	22.088	37.30624	69.672	4.75632	2.51363	0	9.4637	1
Acap2	0	0	0	0	0	0	0	0	0	0
Acap3	125.513	257.39	154.783	155.4355	290.755	65.1809	95.8686	78.2309033	83.8129	94.2841
Acat1	8635.7	10567.8	9701	11876.8	14687	7859.51	7431.3	5151.41	5917.39	9607
Acat2	51.2122	63.504	56.0058	45.2158	76.1147	41.0424	37.5134	32.7242	59.3019	48.2387
Acat3	4.53543	6.50745	5.81092	0	11.2151	0	0	0	1.92813	1.37119
Acbd3	417.97	732.942	759.903	791.909	1115.85	307.816	280.936	215.982	215.956	419.704
Acbd4	58.57726	157.85139	35.10239	46.44382	144.68758	27.76277	68.18768	6.65755	15.21722	84.12744
Acbd5	431.0003463	575.5864323	527.8637006	593.9075702	893.2024634	423.01846	343.9997105	268.2500053	320.82791	518.8794003
Acbd6	161.4607	256.65032	208.04912	247.7553	324.29739	158.2052	105.47038	142.7961	150.0474	160.8164
Acbd7	2.999995809	7	3.999998974	3	2	2	5.999999803	4	0.999999519	11
Accs	41.7742	64.990581	41.06181	47.17282	56.3469	63.4433	60.9098	32.6768	51.08784	51.66766002
Accsl	0	1	0	0	0	0	0	0	0	0
